Date,New visitors SEO,New visitors CPC,New visitors Social Media,Return visitors,Twitter mentions,Twitter follower adds,Twitter followers cumulative,Mailing list adds ,Mailing list cumulative,Website Pageviews,Website Visits,Website Unique Visits,Mobile uniques,Tablet uniques,Desktop uniques,Free sign up,Paid conversion,Events
12/10/2014,13546,3109,2221,3331,2,2,804,0,2617,177655,88828,22207,2665,3775,15767,22207,5330,Targeted outreach campaign
12/11/2014,27126,6226,4447,6670,0,3,807,0,2617,177877,88939,44469,5336,7560,31573,44469,10228,Targeted outreach campaign
12/12/2014,9053,2078,1484,2226,0,4,811,3,2620,178100,59367,14842,1781,2523,10538,13357,2671,
12/13/2014,12086,2774,1981,2972,3,4,815,5,2625,178322,59441,19814,2378,3368,14068,15851,3329,
12/14/2014,9076,2083,1488,2232,0,1,816,4,2629,178544,59515,14879,1785,2529,10564,11903,2738,
12/15/2014,9087,2086,1490,2235,4,4,820,0,2629,178766,44692,14897,1788,2533,10577,13407,3218,
12/16/2014,12131,2784,1989,2983,5,1,821,1,2630,178988,59663,19888,2387,3381,14120,17899,3759,
12/17/2014,6832,1568,1120,1680,0,5,826,1,2631,179211,44803,11201,1344,1904,7952,7840,1646,
12/18/2014,6841,1570,1121,1682,2,-1,825,2,2633,179433,44858,11215,1346,1906,7962,6729,1346,
12/19/2014,6849,1572,1123,1684,1,5,830,1,2634,179655,44914,11228,1347,1909,7972,6737,1482,
12/20/2014,27431,6296,4497,6745,0,4,834,4,2638,179877,89939,44969,5396,7645,31928,44969,10793,
12/21/2014,9155,2101,1501,2251,0,2,836,1,2639,180099,60033,15008,1801,2551,10656,12007,2521,
12/22/2014,13750,3156,2254,3381,0,5,841,4,2643,180322,45080,22540,2705,3832,16004,15778,3156,
12/23/2014,9178,2106,1505,2257,6,3,844,1,2644,180544,45136,15045,1805,2558,10682,10532,2528,
12/24/2014,9189,2109,1506,2260,2,-1,843,1,2645,180766,45192,15064,1808,2561,10695,9038,2260,
12/25/2014,27601,6335,4525,6787,2,4,847,0,2645,180988,90494,45247,5430,7692,32125,45247,10407,
12/26/2014,27635,6342,4530,6795,4,2,849,0,2645,181210,90605,45303,5436,7701,32165,40772,8154,
12/27/2014,27668,6350,4536,6804,6,2,851,3,2648,181433,90716,45358,5443,7711,32204,27215,5715,
12/28/2014,12312,2826,2018,3028,0,5,856,5,2653,181655,60552,20184,2422,3431,14331,14129,3250,
12/29/2014,12327,2829,2021,3031,3,4,860,5,2658,181877,60626,20209,2425,3435,14348,20209,4244,
12/30/2014,27770,6373,4552,6829,1,-1,859,4,2662,182099,91050,45525,5463,7739,32323,36420,7648,
12/31/2014,6951,1595,1140,1709,0,0,859,2,2664,182322,45580,11395,1367,1937,8091,9116,1823,
1/1/2015,9279,2130,1521,2282,0,4,863,1,2665,182544,45636,15212,1825,2586,10801,9127,1917,
1/2/2015,13936,3198,2285,3427,6,0,863,4,2669,182766,91383,22846,2741,3884,16220,20561,5140,
1/3/2015,27906,6405,4575,6862,0,1,864,5,2674,182988,91494,45747,5490,7777,32480,45747,11437,
1/4/2015,18626,4275,3054,4580,1,1,865,5,2679,183210,91605,30535,3664,5191,21680,27482,5771,
1/5/2015,18649,4280,3057,4586,6,4,869,5,2684,183433,61144,30572,3669,5197,21706,30572,6114,
1/6/2015,28007,6428,4591,6887,4,5,874,5,2689,183655,91827,45914,5510,7805,32599,45914,11019,
1/7/2015,18694,4290,3065,4597,5,4,878,0,2689,183877,61292,30646,3678,5210,21759,27582,6068,
1/8/2015,7019,1611,1151,1726,1,5,883,2,2691,184099,46025,11506,1381,1956,8169,6904,1519,
1/9/2015,7027,1613,1152,1728,3,1,884,1,2692,184321,46080,11520,1382,1958,8179,6912,1521,
1/10/2015,28143,6459,4614,6920,0,1,885,3,2695,184544,92272,46136,5536,7843,32756,36909,9227,
1/11/2015,28177,6467,4619,6929,3,1,886,5,2700,184766,92383,46191,5543,7853,32796,41572,9977,
1/12/2015,18807,4316,3083,4625,0,1,887,0,2700,184988,61663,30831,3700,5241,21890,27748,6105,
1/13/2015,14122,3241,2315,3473,0,5,892,5,2705,185210,46303,23151,2778,3936,16437,18521,4445,
1/14/2015,14139,3245,2318,3477,0,-1,891,4,2709,185432,46358,23179,2781,3940,16457,18543,4636,
1/15/2015,18875,4332,3094,4641,1,2,893,1,2710,185655,61885,30942,3713,5260,21969,24754,5693,
1/16/2015,18897,4337,3098,4647,6,3,896,5,2715,185877,92938,30979,3718,5267,21995,18588,3718,
1/17/2015,28380,6513,4652,6979,2,5,901,4,2719,186099,93050,46525,5583,7909,33033,46525,11166,
1/18/2015,9471,2174,1553,2329,2,0,901,5,2724,186321,62107,15527,1863,2640,11024,13974,3214,
1/19/2015,9483,2176,1555,2332,0,5,906,4,2728,186543,46636,15545,1865,2643,11037,10882,2503,
1/20/2015,12659,2905,2075,3113,0,2,908,4,2732,186766,62255,20752,2490,3528,14734,20752,4773,
1/21/2015,9505,2182,1558,2337,4,1,909,0,2732,186988,46747,15582,1870,2649,11063,10908,2509,
1/22/2015,12689,2912,2080,3120,5,4,913,1,2733,187210,62403,20801,2496,3536,14769,18721,4493,
1/23/2015,14292,3280,2343,3514,0,3,916,2,2735,187432,46858,23429,2811,3983,16635,16400,3936,
1/24/2015,14309,3284,2346,3519,3,-1,915,5,2740,187655,46914,23457,2815,3988,16654,16420,3284,
1/25/2015,19101,4384,3131,4697,0,2,917,1,2741,187877,62626,31313,3758,5323,22232,28182,6482,
1/26/2015,7171,1646,1176,1763,2,0,917,4,2745,188099,47025,11756,1411,1999,8347,7054,1622,
1/27/2015,14359,3296,2354,3531,0,2,919,3,2748,188321,47080,23540,2825,4002,16714,14124,3107,
1/28/2015,19169,4399,3142,4714,0,1,920,3,2751,188543,62848,31424,3771,5342,22311,21997,5499,
1/29/2015,19191,4405,3146,4719,1,4,924,0,2751,188766,62922,31461,3775,5348,22337,28315,7079,
1/30/2015,9607,2205,1575,2362,0,0,924,3,2754,188988,47247,15749,1890,2677,11182,11024,2756,
1/31/2015,19236,4415,3153,4730,2,5,929,1,2755,189210,63070,31535,3784,5361,22390,22074,5077,
2/1/2015,14444,3315,2368,3552,3,5,934,0,2755,189432,94716,23679,2841,4025,16812,23679,4736,
2/2/2015,19282,4425,3161,4741,0,-1,933,5,2760,189654,94827,31609,3793,5374,22442,22126,5310,
2/3/2015,9652,2215,1582,2373,5,2,935,1,2761,189877,47469,15823,1899,2690,11234,14241,3133,
2/4/2015,7248,1663,1188,1782,4,0,935,0,2761,190099,47525,11881,1426,2020,8436,9505,2091,
2/5/2015,10848,2094,2284,3806,6,8,943,5,2766,190321,38064,19032,2474,3235,13322,26645,3997,New website promo
2/6/2015,15569,3005,3278,5463,6,4,947,12,2778,191196,27314,27314,3551,4643,19120,46433,7894,New website promo
2/7/2015,10948,2113,2305,3841,4,8,955,4,2782,192071,38414,19207,2497,3265,13445,28811,4322,New website promo
2/8/2015,6110,1179,1286,2144,5,2,957,5,2787,192947,32158,10719,1394,1822,7503,17151,2916,New website promo
2/9/2015,6905,1333,1454,2423,7,3,960,11,2798,193822,48455,12114,1575,2059,8480,24228,3392,New website promo
2/10/2015,12331,2380,2596,4327,8,6,966,9,2807,194697,64899,21633,2812,3678,15143,43266,7355,New website promo
2/11/2015,5308,1024,1118,1863,4,4,970,4,2811,195572,27939,9313,1211,1583,6519,12107,1574,New website promo
2/12/2015,9331,1801,1964,3274,7,8,978,6,2817,196447,32741,16371,2128,2783,11459,19645,3340,New website promo
2/13/2015,9373,1809,1973,3289,6,5,983,12,2829,197322,32887,16444,2138,2795,11510,19732,2763,New website promo
2/14/2015,9414,1817,1982,3303,5,8,991,8,2837,198198,33033,16516,2147,2808,11562,24775,3716,New website promo
2/15/2015,4728,912,995,1659,3,3,994,6,2843,199073,33179,8295,1078,1410,5806,13272,1725,New website promo
2/16/2015,28493,5499,5998,9997,8,4,998,11,2854,199948,49987,49987,6498,8498,34991,94975,12347,New website promo
2/17/2015,9539,1841,2008,3347,3,2,1000,9,2863,200823,50206,16735,2176,2845,11715,31797,5405,New website promo
2/18/2015,16424,3170,3458,5763,8,6,1006,5,2868,201698,28814,28814,3746,4898,20170,57628,7492,New website promo
2/19/2015,11547,2228,2431,4051,8,3,1009,4,2872,202573,40515,20257,2633,3444,14180,26335,3423,New website promo
2/20/2015,4832,932,1017,1695,8,5,1014,11,2883,203449,33908,8477,1102,1441,5934,16106,2738,New website promo
2/21/2015,16638,3211,3503,5838,2,4,1018,6,2889,204324,29189,29189,3795,4962,20432,55459,8873,New website promo
2/22/2015,5848,1129,1231,2052,4,4,1022,7,2896,205199,41040,10260,1334,1744,7182,16416,2791,New website promo
2/23/2015,19577,3778,4121,6869,4,1,1023,11,2907,206074,34346,34346,4465,5839,24042,54953,7693,New website promo
2/24/2015,9830,1897,2069,3449,5,4,1027,10,2917,206949,34492,17246,2242,2932,12072,29318,4398,New website promo
2/25/2015,9872,1905,2078,3464,3,3,1030,11,2928,207825,34637,17319,2251,2944,12123,24246,3152,New website promo
2/26/2015,5665,1093,1193,1988,5,4,1034,11,2939,208700,29814,9938,1292,1689,6957,17889,2504,New website promo
2/27/2015,17065,3293,3593,5988,6,2,1036,5,2944,209575,29939,29939,3892,5090,20957,53891,7545,New website promo
2/28/2015,9996,1929,2105,3508,8,7,1043,8,2952,210450,70150,17538,2280,2981,12276,26306,3683,New website promo
3/1/2015,40152,7749,8453,14088,4,0,1043,4,2956,211325,70442,70442,9157,11975,49309,105663,17963,New website promo
3/2/2015,20159,3890,4244,7073,6,4,1047,4,2960,212200,35367,35367,4598,6012,24757,45977,5977,New website promo
3/3/2015,7591,1465,1598,2663,2,7,1054,9,2969,213076,53269,13317,1731,2264,9322,19976,3396,New website promo
3/4/2015,6775,1307,1426,2377,5,0,1054,8,2977,213951,35658,11886,1545,2021,8320,23772,3804,New website promo
3/5/2015,40817,7877,8593,14322,4,3,1057,11,2988,214826,71609,71609,9309,12173,50126,143217,20050,New website promo
3/6/2015,20492,3955,4314,7190,8,3,1060,12,3000,215701,71900,35950,4674,6112,25165,64710,11001,New website promo
3/7/2015,10287,1985,2166,3610,6,8,1068,12,3012,216576,72192,18048,2346,3068,12634,32486,4223,New website promo
3/8/2015,5902,1139,1243,2071,7,0,1068,11,3023,217451,31064,10355,1346,1760,7248,16568,2485,New website promo
3/9/2015,6914,1334,1456,2426,8,6,1074,5,3028,218327,36388,12129,1577,2062,8490,15768,2208,New website promo
3/10/2015,5206,1005,1096,1827,4,4,1078,12,3040,219202,36534,9133,1187,1553,6393,15527,2484,New website promo
3/11/2015,17921,3458,3773,6288,3,0,1078,4,3044,220077,31440,31440,4087,5345,22008,59735,9558,New website promo
3/12/2015,8396,1620,1768,2946,8,1,1079,8,3052,220952,44190,14730,1915,2504,10311,25041,4257,New website promo
3/13/2015,6021,1162,1268,2113,6,5,1084,6,3058,221827,31690,10563,1373,1796,7394,15845,2535,New website promo
3/14/2015,6347,1225,1336,2227,6,2,1086,12,3070,222702,44540,11135,1448,1893,7795,20043,2606,New website promo
3/15/2015,21240,4099,4472,7453,2,1,1087,9,3079,223578,74526,37263,4844,6335,26084,59621,9539,New website promo
3/16/2015,14215,2743,2993,4988,8,7,1094,6,3085,224453,74818,24939,3242,4240,17457,42397,6359,New website promo
3/17/2015,14271,2754,3004,5007,7,1,1095,7,3092,225328,75109,25036,3255,4256,17526,50073,8012,New website promo
3/18/2015,14326,2765,3016,5027,8,8,1103,5,3097,226203,75401,25134,3267,4273,17594,32674,4574,New website promo
3/19/2015,14382,2775,3028,5046,8,2,1105,5,3102,227078,75693,25231,3280,4289,17662,32800,4592,New website promo
3/20/2015,6497,1254,1368,2280,4,3,1108,8,3110,227954,45591,11398,1482,1938,7978,15957,2234,New website promo
3/21/2015,16304,3146,3432,5721,5,7,1115,9,3119,228829,57207,28604,3718,4863,20023,40045,6808,New website promo
3/22/2015,32733,6317,6891,11485,3,5,1120,8,3127,229704,57426,57426,7465,9762,40198,68911,8958,New website promo
3/23/2015,6259,1208,1318,2196,8,1,1121,9,3136,230579,32940,10980,1427,1867,7686,21960,3074,New website promo
3/24/2015,8795,1697,1852,3086,5,5,1126,5,3141,231454,46291,15430,2006,2623,10801,27775,4166,New website promo
3/25/2015,18918,3651,3983,6638,2,4,1130,6,3147,232329,33190,33190,4315,5642,23233,56423,7335,New website promo
3/26/2015,22154,4275,4664,7773,5,0,1130,6,3153,233205,77735,38867,5053,6607,27207,73848,10339,New website promo
3/27/2015,33356,6437,7022,11704,7,0,1130,7,3160,234080,58520,58520,7608,9948,40964,117040,16386,New website promo
3/28/2015,16741,3231,3524,5874,7,7,1137,4,3164,234955,58739,29369,3818,4993,20559,35243,5991,New website promo
3/29/2015,11202,2162,2358,3931,4,8,1145,12,3176,235830,78610,19653,2555,3341,13757,35375,5660,New website promo
3/30/2015,44974,8679,9468,15780,6,0,1145,5,3181,236705,78902,78902,10257,13413,55231,118353,20120,New website promo
3/31/2015,11285,2178,2376,3960,8,1,1146,10,3191,237580,79193,19798,2574,3366,13859,27718,4435,New website promo
4/1/2015,13592,2623,2861,4769,2,1,1147,7,3198,238456,47691,23846,3100,4054,16692,30999,4650,New website promo
4/2/2015,8526,1645,1795,2992,2,3,1150,7,3205,239331,59833,14958,1945,2543,10471,26925,4308,New website promo
4/3/2015,7607,1468,1601,2669,8,1,1151,10,3215,240206,40034,13345,1735,2269,9341,20017,3403,New website promo
4/4/2015,6544,1263,1378,2296,6,0,1151,12,3227,241081,34440,11480,1492,1952,8036,14924,2089,New website promo
4/5/2015,22986,4436,4839,8065,8,4,1155,9,3236,241956,80652,40326,5242,6855,28228,64522,10969,New website promo
4/6/2015,11534,2226,2428,4047,8,4,1159,11,3247,242832,60708,20236,2631,3440,14165,36425,4735,New website promo
4/7/2015,6946,1340,1462,2437,6,2,1161,10,3257,243707,48741,12185,1584,2072,8530,20715,3314,New website promo
4/8/2015,15490,2989,3261,5435,6,2,1163,10,3267,244582,81527,27176,3533,4620,19023,51634,7745,New website promo
4/9/2015,34978,6750,7364,12273,7,4,1167,9,3276,245457,61364,61364,7977,10432,42955,104319,15648,New website promo
4/10/2015,10029,1935,2111,3519,4,1,1168,8,3284,246332,35190,17595,2287,2991,12317,33431,4680,New website promo
4/11/2015,5032,971,1059,1766,3,8,1176,11,3295,247207,35315,8829,1148,1501,6180,11477,1607,New website promo
4/12/2015,6734,1299,1418,2363,3,0,1176,10,3305,248083,35440,11813,1536,2008,8269,22446,3142,New website promo
4/13/2015,10136,1956,2134,3557,7,4,1180,9,3314,248958,35565,17783,2312,3023,12448,35565,4979,New website promo
4/14/2015,6781,1309,1428,2379,3,2,1182,8,3322,249833,35690,11897,1547,2022,8328,23794,3807,New website promo
4/15/2015,6805,1313,1433,2388,2,5,1187,12,3334,250708,35815,11938,1552,2030,8357,23877,4059,New website promo
4/16/2015,8963,1730,1887,3145,5,8,1195,4,3338,251583,62896,15724,2044,2673,11007,26731,3475,New website promo
4/17/2015,11992,2314,2525,4208,6,0,1195,4,3342,252458,63115,21038,2735,3576,14727,29453,4418,New website promo
4/18/2015,16044,3096,3378,5630,6,7,1202,4,3346,253334,84445,28148,3659,4785,19704,47852,7178,New website promo
4/19/2015,9056,1748,1907,3178,5,4,1206,10,3356,254209,63552,15888,2065,2701,11122,20654,2892,New website promo
4/20/2015,18175,3507,3826,6377,2,4,1210,4,3360,255084,63771,31885,4145,5421,22320,41451,7047,New website promo
4/21/2015,6079,1173,1280,2133,3,6,1216,6,3366,255959,42660,10665,1386,1813,7465,17064,2730,New website promo
4/22/2015,9150,1766,1926,3210,7,1,1217,10,3376,256834,64209,16052,2087,2729,11237,32104,4816,New website promo
4/23/2015,12241,2362,2577,4295,7,0,1217,9,3385,257709,42952,21476,2792,3651,15033,40804,5305,New website promo
4/24/2015,21056,4063,4433,7388,5,6,1223,9,3394,258585,36941,36941,4802,6280,25858,59105,8275,New website promo
4/25/2015,7042,1359,1483,2471,3,8,1231,10,3404,259460,37066,12355,1606,2100,8649,18533,2409,New website promo
4/26/2015,37098,7159,7810,13017,7,7,1238,7,3411,260335,65084,65084,8461,11064,45559,123659,16076,New website promo
4/27/2015,16543,3193,3483,5805,4,8,1246,8,3419,261210,87070,29023,3773,4934,20316,49340,7894,New website promo
4/28/2015,5335,1030,1123,1872,4,0,1246,12,3431,262085,37441,9360,1217,1591,6552,14976,2246,New website promo
4/29/2015,24981,4821,5259,8765,5,0,1246,8,3439,262961,43827,43827,5697,7451,30679,74505,11176,New website promo
4/30/2015,50129,9674,10553,17589,6,4,1250,9,3448,263836,87945,87945,11433,14951,61562,131918,17149,New website promo
5/1/2015,9430,1820,1985,3309,4,2,1252,7,3455,264711,66178,16544,2151,2813,11581,31434,4715,New website promo
5/2/2015,21626,4173,4553,7588,2,2,1254,9,3464,265586,37941,37941,4932,6450,26559,75882,11382,New website promo
5/3/2015,16876,3257,3553,5921,2,2,1256,6,3470,266461,88820,29607,3849,5033,20725,35528,5329,New website promo
5/4/2015,7619,1470,1604,2673,6,0,1256,6,3476,267336,53467,13367,1738,2272,9357,25397,4064,New website promo
5/5/2015,10920,2107,2299,3832,4,7,1263,11,3487,268212,38316,19158,2491,3257,13411,24905,3985,New website promo
5/6/2015,17042,3289,3588,5980,2,3,1266,4,3491,269087,89696,29899,3887,5083,20929,41858,7116,
5/7/2015,6412,1237,1350,2250,5,0,1266,7,3498,269962,44994,11248,1462,1912,7874,19122,2868,
5/8/2015,22054,4256,4643,7738,7,8,1274,6,3504,270837,38691,38691,5030,6577,27084,58037,8705,
5/9/2015,12906,2491,2717,4529,4,4,1278,8,3512,271712,67928,22643,2944,3849,15850,40757,5298,
5/10/2015,6474,1249,1363,2272,3,4,1282,8,3520,272587,45431,11358,1477,1931,7950,14765,2067,
5/11/2015,5567,1074,1172,1953,7,0,1282,11,3531,273463,39066,9767,1270,1660,6837,11720,1524,
5/12/2015,26062,5030,5487,9145,6,5,1287,4,3535,274338,91446,45723,5944,7773,32006,59440,7727,
5/13/2015,31374,6055,6605,11009,3,7,1294,9,3544,275213,55043,55043,7156,9357,38530,110085,14311,
5/14/2015,17486,3374,3681,6135,6,0,1294,7,3551,276088,92029,30676,3988,5215,21474,58285,9326,
5/15/2015,15787,3047,3324,5539,7,5,1299,6,3557,276963,55393,27696,3601,4708,19387,38775,5428,
5/16/2015,31674,6112,6668,11114,4,5,1304,8,3565,277839,55568,55568,7224,9447,38897,66681,8669,
5/17/2015,13239,2555,2787,4645,3,5,1309,10,3575,278714,92905,23226,3019,3948,16258,41807,5435,
5/18/2015,13280,2563,2796,4660,8,6,1315,4,3579,279589,69897,23299,3029,3961,16309,32619,4240,
5/19/2015,5709,1102,1202,2003,4,7,1322,7,3586,280464,40066,10017,1302,1703,7012,16027,2725,
5/20/2015,6682,1289,1407,2344,4,3,1325,4,3590,281339,46890,11722,1524,1993,8206,14067,1969,
5/21/2015,16086,3104,3387,5644,7,2,1327,4,3594,282214,56443,28221,3669,4798,19755,42332,6350,
5/22/2015,20170,3892,4246,7077,2,4,1331,10,3604,283090,70772,35386,4600,6016,24770,53079,9023,
5/23/2015,53953,10412,11359,18931,2,8,1339,9,3613,283965,94655,94655,12305,16091,66258,123051,20919,
5/24/2015,27060,5222,5697,9495,6,2,1341,8,3621,284840,47473,47473,6172,8070,33231,71210,9969,
5/25/2015,8143,1571,1714,2857,8,0,1341,10,3631,285715,57143,14286,1857,2429,10000,22857,3657,
5/26/2015,13613,2627,2866,4777,5,6,1347,9,3640,286590,47765,23883,3105,4060,16718,35824,5732,
5/27/2015,23408,4517,4928,8213,8,3,1350,9,3649,287465,41066,41066,5339,6981,28747,57493,8624,
5/28/2015,16435,3172,3460,5767,8,4,1354,4,3653,288341,57668,28834,3748,4902,20184,49018,8333,
5/29/2015,27475,5302,5784,9641,5,2,1356,8,3661,289216,48203,48203,6266,8194,33742,77124,10026,
5/30/2015,8268,1596,1741,2901,7,7,1363,10,3671,290091,58018,14505,1886,2466,10153,20306,2640,
5/31/2015,13821,2667,2910,4849,4,8,1371,12,3683,290966,72742,24247,3152,4122,16973,48494,6304,
6/1/2015,13862,2675,2918,4864,8,0,1371,12,3695,291841,72960,24320,3162,4134,17024,36480,5107,
6/2/2015,11918,2300,2509,4182,7,7,1378,10,3705,292716,41817,20908,2718,3554,14636,31362,5332,
6/3/2015,33469,6459,7046,11744,8,2,1380,7,3712,293592,58718,58718,7633,9982,41103,105693,15854,
6/4/2015,9325,1800,1963,3272,7,5,1385,11,3723,294467,49078,16359,2127,2781,11451,27811,4172,
6/5/2015,33669,6498,7088,11814,5,8,1393,4,3727,295342,59068,59068,7679,10042,41348,112230,16834,
6/6/2015,14070,2715,2962,4937,6,0,1393,8,3735,296217,98739,24685,3209,4196,17279,37027,6295,
6/7/2015,18816,3631,3961,6602,6,7,1400,9,3744,297092,99031,33010,4291,5612,23107,39612,6734,
6/8/2015,14153,2731,2980,4966,4,1,1401,11,3755,297968,99323,24831,3228,4221,17381,42212,7176,
6/9/2015,14195,2739,2988,4981,2,0,1401,6,3761,298843,49807,24904,3237,4234,17432,39846,6774,
6/10/2015,18982,3663,3996,6660,5,2,1403,8,3769,299718,99906,33302,4329,5661,23311,39962,5195,
6/11/2015,10709,2067,2254,3757,8,8,1411,10,3779,300593,75148,18787,2442,3194,13151,31938,5110,
6/12/2015,12274,2369,2584,4307,3,3,1414,12,3791,301468,43067,21533,2799,3661,15073,43067,6029,
6/13/2015,57445,11086,12094,20156,5,8,1422,7,3798,302343,100781,100781,13102,17133,70547,151172,25699,
6/14/2015,34567,6671,7277,12129,3,2,1424,8,3806,303219,60644,60644,7884,10309,42451,103094,16495,
6/15/2015,14444,2788,3041,5068,6,1,1425,4,3810,304094,101365,25341,3294,4308,17739,43080,6462,
6/16/2015,28972,5591,6099,10166,8,5,1430,6,3816,304969,50828,50828,6608,8641,35580,101656,16265,
6/17/2015,58110,11214,12234,20390,8,1,1431,11,3827,305844,101948,101948,13253,17331,71364,163117,26099,
6/18/2015,8741,1687,1840,3067,8,1,1432,4,3831,306719,61344,15336,1994,2607,10735,23004,3451,
6/19/2015,10958,2115,2307,3845,7,4,1436,4,3835,307594,76899,19225,2499,3268,13457,23070,3922,
6/20/2015,43957,8483,9254,15423,3,4,1440,10,3845,308470,77117,77117,10025,13110,53982,115676,19665,
6/21/2015,58776,11343,12374,20623,3,1,1441,4,3849,309345,103115,103115,13405,17530,72180,195918,27429,
6/22/2015,11052,2133,2327,3878,8,1,1442,5,3854,310220,77555,19389,2521,3296,13572,38777,6204,
6/23/2015,25332,4889,5333,8888,2,0,1442,4,3858,311095,44442,44442,5777,7555,31110,71107,9955,
6/24/2015,44456,8579,9359,15599,2,6,1448,4,3862,311970,77993,77993,10139,13259,54595,124788,16222,
6/25/2015,22290,4302,4693,7821,5,1,1449,10,3872,312846,78211,39106,5084,6648,27374,62569,8134,
6/26/2015,11176,2157,2353,3922,4,1,1450,12,3884,313721,78430,19608,2549,3333,13725,29411,3823,
6/27/2015,6404,1236,1348,2247,6,6,1456,5,3889,314596,44942,11236,1461,1910,7865,14606,1899,
6/28/2015,29970,5784,6309,10516,5,3,1459,5,3894,315471,105157,52579,6835,8938,36805,63094,10726,
6/29/2015,15026,2900,3163,5272,8,6,1465,11,3905,316346,105449,26362,3427,4482,18454,50088,7513,
6/30/2015,60272,11631,12689,21148,5,6,1471,8,3913,317221,105740,105740,13746,17976,74018,200907,28127,
7/1/2015,15110,2916,3181,5302,7,2,1473,12,3925,318097,53016,26508,3446,4506,18556,31810,4453,
7/2/2015,60605,11696,12759,21265,4,2,1475,4,3929,318972,106324,106324,13822,18075,74427,138221,22115,
7/3/2015,30385,5864,6397,10662,5,5,1480,7,3936,319847,53308,53308,6930,9062,37315,74631,11195,
7/4/2015,8705,1680,1833,3054,4,0,1480,11,3947,320722,45817,15272,1985,2596,10691,29018,3772,
7/5/2015,22914,4422,4824,8040,7,3,1483,4,3951,321597,80399,40200,5226,6834,28140,60299,7839,
7/6/2015,22976,4434,4837,8062,6,3,1486,4,3955,322472,80618,40309,5240,6853,28216,48371,7739,
7/7/2015,26330,5081,5543,9239,3,5,1491,10,3965,323348,46193,46193,6005,7853,32335,64670,10994,
7/8/2015,36961,7133,7781,12969,5,2,1493,10,3975,324223,64845,64845,8430,11024,45391,116720,15174,
7/9/2015,8824,1703,1858,3096,6,0,1493,5,3980,325098,46443,15481,2013,2632,10837,23221,3251,
7/10/2015,15484,2988,3260,5433,2,5,1498,5,3985,325973,108658,27164,3531,4618,19015,40747,6927,
7/11/2015,37261,7191,7844,13074,6,3,1501,10,3995,326848,65370,65370,8498,11113,45759,104591,13597,
7/12/2015,20756,4006,4370,7283,8,0,1501,5,4000,327723,109241,36414,4734,6190,25490,50979,8666,
7/13/2015,31217,6024,6572,10953,5,1,1502,11,4011,328599,54766,54766,7120,9310,38337,65720,10515,
7/14/2015,10433,2013,2196,3661,4,7,1509,10,4021,329474,54912,18304,2380,3112,12813,25626,4100,
7/15/2015,11769,2271,2478,4129,2,4,1513,6,4027,330349,82587,20647,2684,3510,14453,28906,3758,
7/16/2015,62933,12145,13249,22082,8,0,1513,5,4032,331224,110408,110408,14353,18769,77286,132490,21198,
7/17/2015,15775,3044,3321,5535,6,5,1518,8,4040,332099,110700,27675,3598,4705,19372,44280,7528,
7/18/2015,27114,5232,5708,9514,6,0,1518,6,4046,332975,47568,47568,6184,8087,33297,76108,12938,
7/19/2015,9515,1836,2003,3338,7,7,1525,5,4051,333850,66770,16692,2170,2838,11685,21700,2821,
7/20/2015,63598,12273,13389,22315,3,2,1527,5,4056,334725,111575,111575,14505,18968,78102,167362,28452,
7/21/2015,23912,4615,5034,8390,8,2,1529,7,4063,335600,83900,41950,5454,7132,29365,71315,12124,
7/22/2015,19179,3701,4038,6730,7,0,1529,5,4068,336475,67295,33648,4374,5720,23553,50471,6561,
7/23/2015,8012,1546,1687,2811,3,5,1534,7,4075,337350,56225,14056,1827,2390,9839,16868,2193,
7/24/2015,38558,7441,8117,13529,4,8,1542,5,4080,338226,67645,67645,8794,11500,47352,94703,14205,
7/25/2015,6903,1332,1453,2422,3,6,1548,11,4091,339101,48443,12111,1574,2059,8478,15744,2519,
7/26/2015,64595,12466,13599,22665,8,6,1554,5,4096,339976,113325,113325,14732,19265,79328,135990,21758,
7/27/2015,13878,2678,2922,4869,8,7,1561,9,4105,340851,48693,24347,3165,4139,17043,38954,5064,
7/28/2015,32464,6265,6835,11391,3,7,1568,11,4116,341726,113909,56954,7404,9682,39868,91127,11847,
7/29/2015,8137,1570,1713,2855,3,2,1570,7,4123,342601,57100,14275,1856,2427,9993,27123,3797,
7/30/2015,16315,3149,3435,5725,4,3,1573,10,4133,343477,85869,28623,3721,4866,20036,34348,5839,
7/31/2015,65427,12626,13774,22957,2,4,1577,5,4138,344352,114784,114784,14922,19513,80349,183654,27548,
8/1/2015,65593,12658,13809,23015,5,3,1580,11,4149,345227,115076,115076,14960,19563,80553,149598,23936,
8/2/2015,12330,2379,2596,4326,4,1,1581,11,4160,346102,86526,21631,2812,3677,15142,32447,4867,
8/3/2015,13185,2545,2776,4626,2,2,1583,7,4167,346977,69395,23132,3007,3932,16192,37011,6292,
8/4/2015,16523,3189,3479,5798,8,3,1586,10,4177,347853,86963,28988,3768,4928,20291,40583,6899,
8/5/2015,28396,5480,5978,9964,4,1,1587,5,4182,348728,49818,49818,6476,8469,34873,74727,11956,
8/6/2015,16606,3205,3496,5827,2,0,1587,9,4191,349603,116534,29134,3787,4953,20394,52440,8915,
8/7/2015,16648,3213,3505,5841,3,3,1590,11,4202,350478,116826,29207,3797,4965,20445,49651,6951,
